Id,Name,Text,Colorway,Main_color,Category
92,UGG Tazz Slipper Chestnut (Women's),"The UGG Tazz Slipper Chestnut W for women features a heat-embossed UGG logo on its side.

This UGG model has the silhouette of UGG Slippers with a 1.5"" platform sole for extra cushioning. It is made from the same suede upper as the original one in a chestnut color. It is also lined with the signature UGG plush wool blend for a slipper-like feel. Its textile binding is made from 100% recycled polyester fibers material.

The UGG Tazz Slipper Chestnut W was originally released on the 1st November 2021, with a retail price set at $120.",Chestnut,Brown,Sandals
93,Jordan 1 Mid Light Smoke Grey,"The Air Jordan 1 Mid Light Smoke Grey represents a neutral ground between high and low-cut models.

The shoe features a perforated toebox, a smooth upper made of leather with successive white inserts at the lower area, and an ankle with grey inserts on the rest of the shoe. Black laces that match with the Swoosh complete the look, while the regular branding features and grey sole with two-tone white complement the design. The shoe also has the trademark Air Jordan wings emblem.

The Air Jordan 1 Mid Light Smoke Grey was released on 9 June, 2020, retailing at $115.",Light Smoke Grey/Black-White,Grey,Lifestyle
94,Jordan 4 Retro SE Craft Medium Olive,"The Jordan 4 Retro SE Craft Medium Olive updates a classic from 1989 and dresses it in subtle tones and complementary textures to create an earthy shoe with bounce and high performance capabilities.

The medium olive colorway of the Jordan 4 SE Retro ""Craft"" features an upper with an olive green nubuck base, both overlaid and underlaid with soft green suede. The green suede on the side panel is imprinted with a grid pattern, inspired by mesh side panels on previous iterations of the silhouette. Black accents pepper the shoe on the molded eyestays, side panel wings, synthetic heel counter, synthetic mudguard overlay, the sock liner. A vanilla colored Jumpman logo graces both the woven tongue tag and the heel to round out the look of this upper.

What we enjoy most about this sport shoe is the high-octane sole unit. A white lightweight polyurethane foam midsole houses a visible Air unit. The rubber outsole in gray, white, black, and vanilla sports traction as well as a Jumpman logo. The Jordan 4 Retro SE Craft Medium Olive was released on November 18, 2023, for retail price of $210.",Medium Olive/Pale Vanilla/Khaki/Black/Sail,Green,Lifestyle
95,Jordan 4 Retro Metallic Gold (Women's),"The Jordan 4 Retro Metallic Gold (Women's) paints the Air Jordan 4 Retro in off-white Sail and upgrades the recognizable silhouette with gold accents.

The Sail upper, outsole, and midsole provide a monochromatic base that allows the metallic gold eyelets to shine. The AJ 4 features a total of four metallic gold eyelets – two on each side of the lace cage. While the upper is primarily composed of smooth leather, the quarter panel displays mesh that provides an airy feel. The midsole houses a visible Air unit in the heel, which adds responsive cushioning without weighing down the shoe. In terms of branding, the Jumpman logo can be found on the tongue and heel counter in Sail.

Our StockX experts appreciate the addition of a gold Jumpman logo underfoot. It creates a surprise pop of color without a metallic sheen. The women’s size Jordan 4 Retro Metallic Gold (Women's) was released on March 9th, 2024, and retailed at $200.","
Sail/Metallic Gold/Black",Cream,Lifestyle
96,Jordan 1 Retro High OG Royal Reimagined,"Old meets the new with the Jordan 1 Retro High OG 'Royal Reimagined'. This sneaker reignites the iconic Jordan 1 colorway with a fresh material makeover, showcasing a premium Royal Blue and Black suede. The nostalgic Black/Royal Blue/White colorway carries the torch of the Jordan legacy, making a bold statement of evolution without losing an ounce of its original charisma.

The genius lies in the details. The full suede treatment of the OG colorway, coupled with sleek suede Swoosh overlays, dances along the fine line between reverence for the past and the audacity of the present​. The Wings logos on the padded ankle collars and Nike Air tags on the tongues are a nod to its illustrious lineage, while the cushioned ankle collar promises a comfy stride into the future.

The Jordan 1 Retro High OG 'Royal Reimagined' is a step into a narrative crafted meticulously by Jordan Brand. Available on November 4, 2023, at a retail price of $180, it's a statement of how the legendary can be reimagined without losing its essence​​. Grab a pair, and be a part of a legacy that's as fearless and unyielding as the Jordan Brand.",Black/Royal Blue/White,Blue,Lifestyle
97,Nike Dunk Low Retro SP 'St. John's',"The Nike Dunk Low Retro SP ‘St. John’s’ celebrates the silhouette’s 35th anniversary with a two-tone color scheme inspired by the original Be True to Your School series from 1985. This pair is essentially a low-top reworking of the Dunk made for the St. John’s University men’s basketball team. The all-leather upper combines a white base with red overlays and a matching red Swoosh. Nike branding hits appear on the woven tongue tag, sockliner and heel tab.",White/University Red,Red,Lifestyle
98,adidas Handball Spezial Navy Gum,"The adidas Handball Spezial Navy Gum takes its inspiration from a 1980s handball shoe.

Dressed in a Navy, Sky Blue, White, and Gum color scheme, this sneaker features a nubuck suede upper. Other details include adidas branding on the tongue, the trademark 3-Stripes on the sides, the ""Spezial"" Trefoil logo on the lateral in gold foil, and a branded OrthoLite insole. This shoe has a round toe and a lace-up closure system with Navy Blue laces that match the overall theme. A gum rubber outsole completes the vintage look.

The adidas Handball Spezial Navy Gum was first released on 26th August 2020, retailing at $100.",Navy/Clear Sky/Gum,Blue,Lifestyle
99,Air Jordan 3 Retro SE Craft 'Ivory',"The Air Jordan 3 Retro SE Craft in ‘Ivory’ showcases a white leather upper with grey elephant print overlays at the forefoot and heel. A double-exposed Jumpman decorates the tongue, while a semi-translucent heel tab displays tonal Jumpman branding atop a printed Nike logo. The throwback silhouette rides on a matching white polyurethane midsole, featuring visible Air-sole cushioning and a subtle splash of cream coloring at the heel. A translucent rubber outsole delivers durable traction underfoot.",Ivory/Grey Mist/Cream,White,Lifestyle
100,Air Jordan 4 Retro 'Thunder' 2023,"The 2023 edition of the Air Jordan 4 Retro ‘Thunder’ brings back the coveted colorway originally released in 2006 (and previously reissued in 2012). The upper is draped in smooth black nubuck, contrasted by hits of yellow on the molded eyelets, quarter panel, and lower tongue, with the latter two components covered in black netting. Jumpman branding appears on the Flight tongue tag and molded heel tab. Lightweight cushioning comes courtesy of a yellow polyurethane midsole, enhanced with an exposed Air-sole unit in the heel.",Black/Tour Yellow,Black,Lifestyle
101,Nike Dunk Low Premium SB 'City of Love Collection - Light Bone',"Representing one-half of the ‘City of Love Collection,’ the Nike Dunk Low Premium SB ‘Light Bone’ blends luxe materials with a tonal design. The upper features a white satin base with ivory suede overlays at the forefoot and heel. A tumbled leather Swoosh maintains the monochrome color palette. In a nod to the mythic red thread of fate, graphic insoles display two hands linked by red string tied around the pinky finger. The theme is repeated with red stitching encircling the off-white rubber midsole.",Coconut Milk/Light Bone/Phantom/University Red/Sail,Cream,Skateboarding
102,New Balance 530 White Silver Navy,"The New Balance 530 White Silver Navy features a white mesh upper with metallic silver and white leather overlays. On the quarter panel, a grey New Balance logo outlined in navy adds contrast. From there, a white and grey ABZORB sole adds the finishing touch.

The New Balance 530 White Silver Navy released in February of 2021 and retailed for $95.","
White/Silver/Navy",White,Lifestyle
103,Nike Dunk Low SB 'J-Pack Chicago',"The Nike Dunk Low SB 'J-Pack Chicago' draws inspiration from an iconic OG colorway of the Air Jordan 1. The leather upper features a stark white base with Varsity Red overlays at the forefoot and heel. Contrasting black accents make their way to the Swoosh and back tab, marked with tonal Nike branding. Inside the shoe, the insole packs a Zoom Air unit in the heel for lightweight cushioning. Anchoring the sneaker is a rubber cupsole, highlighted by white sidewalls and a durable crimson outsole.",Varsity Red/Black-White,Red,Skateboarding
